Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,CPUE_number_per_hour,WeightfollowingCoull,kgperhour
NS-IBTS,1987,1,9,127140,Microstomus kitt,140,1.333333,0.036799159,0.049065534
NS-IBTS,1987,1,9,127140,Microstomus kitt,210,1.333333,0.112863663,0.150484846
NS-IBTS,1987,1,9,127140,Microstomus kitt,220,0.111166,0.128350126,0.01426817
NS-IBTS,1987,1,9,127140,Microstomus kitt,230,0.266666,0.145129516,0.038701108
NS-IBTS,1987,1,9,127140,Microstomus kitt,240,0.2,0.163246501,0.0326493
NS-IBTS,1987,1,9,127140,Microstomus kitt,250,0.277833,0.18274529,0.050772672
NS-IBTS,1987,1,9,127140,Microstomus kitt,270,0.166666,0.226062982,0.037677013
NS-IBTS,1987,1,9,127140,Microstomus kitt,280,0.777833,0.249968226,0.194433535
NS-IBTS,1987,1,9,127140,Microstomus kitt,290,0.177833,0.275427991,0.048980186
NS-IBTS,1987,1,9,127140,Microstomus kitt,300,0.177833,0.302484522,0.05379173
NS-IBTS,1987,1,9,127140,Microstomus kitt,310,0.566666,0.331179717,0.187668285
NS-IBTS,1987,1,9,127140,Microstomus kitt,330,0.066666,0.393652069,0.026243209
NS-IBTS,1987,1,9,127140,Microstomus kitt,350,0.111166,0.463173905,0.05148919
NS-IBTS,1987,1,9,127140,Microstomus kitt,370,0.5,0.540069404,0.270034702
NS-IBTS,1987,1,5,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1987,1,5,127140,Microstomus kitt,80,0.2,0.007835753,0.001567151
NS-IBTS,1987,1,5,127140,Microstomus kitt,130,0.1,0.0299833,0.00299833
NS-IBTS,1987,1,5,127140,Microstomus kitt,160,0.1,0.053226467,0.005322647
NS-IBTS,1987,1,5,127140,Microstomus kitt,180,0.1,0.07370776,0.007370776
NS-IBTS,1987,1,5,127140,Microstomus kitt,200,0.1,0.098624977,0.009862498
NS-IBTS,1987,1,5,127140,Microstomus kitt,210,0.1,0.112863663,0.011286366
NS-IBTS,1987,1,5,127140,Microstomus kitt,220,0.2,0.128350126,0.025670025
NS-IBTS,1987,1,5,127140,Microstomus kitt,240,0.1,0.163246501,0.01632465
NS-IBTS,1987,1,5,127140,Microstomus kitt,250,0.1,0.18274529,0.018274529
NS-IBTS,1987,1,5,127140,Microstomus kitt,270,0.3,0.226062982,0.067818895
NS-IBTS,1987,1,5,127140,Microstomus kitt,320,0.1,0.361555147,0.036155515
NS-IBTS,1987,1,5,127140,Microstomus kitt,380,0.04,0.581382386,0.023255295
NS-IBTS,1987,1,5,127140,Microstomus kitt,390,0.04,0.624658397,0.024986336
NS-IBTS,1988,1,1,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,1,127140,Microstomus kitt,150,0.02439,0.044530364,0.001086096
NS-IBTS,1988,1,1,127140,Microstomus kitt,160,0.170731,0.053226467,0.009087408
NS-IBTS,1988,1,1,127140,Microstomus kitt,170,0.07317,0.062936245,0.004605045
NS-IBTS,1988,1,1,127140,Microstomus kitt,180,0.178853,0.07370776,0.013182854
NS-IBTS,1988,1,1,127140,Microstomus kitt,190,0.07317,0.085588411,0.006262504
NS-IBTS,1988,1,1,127140,Microstomus kitt,200,0.26017,0.098624977,0.02565926
NS-IBTS,1988,1,1,127140,Microstomus kitt,210,0.479682,0.112863663,0.054138667
NS-IBTS,1988,1,1,127140,Microstomus kitt,220,0.382121,0.128350126,0.049045278
NS-IBTS,1988,1,1,127140,Microstomus kitt,230,0.373951,0.145129516,0.054271328
NS-IBTS,1988,1,1,127140,Microstomus kitt,240,0.178853,0.163246501,0.029197126
NS-IBTS,1988,1,1,127140,Microstomus kitt,250,0.146365,0.18274529,0.026747514
NS-IBTS,1988,1,1,127140,Microstomus kitt,260,0.243902,0.203669662,0.049675438
NS-IBTS,1988,1,1,127140,Microstomus kitt,270,0.154487,0.226062982,0.034923792
NS-IBTS,1988,1,1,127140,Microstomus kitt,280,0.21139,0.249968226,0.052840783
NS-IBTS,1988,1,1,127140,Microstomus kitt,290,0.178878,0.275427991,0.049268008
NS-IBTS,1988,1,1,127140,Microstomus kitt,300,0.146341,0.302484522,0.044265887
NS-IBTS,1988,1,1,127140,Microstomus kitt,310,0.130097,0.331179717,0.043085488
NS-IBTS,1988,1,1,127140,Microstomus kitt,320,0.187,0.361555147,0.067610813
NS-IBTS,1988,1,1,127140,Microstomus kitt,330,0.081292,0.393652069,0.032000764
NS-IBTS,1988,1,1,127140,Microstomus kitt,340,0.032512,0.427511435,0.013899252
NS-IBTS,1988,1,1,127140,Microstomus kitt,350,0.195121,0.463173905,0.090374955
NS-IBTS,1988,1,1,127140,Microstomus kitt,360,0.113829,0.500679858,0.056991888
NS-IBTS,1988,1,1,127140,Microstomus kitt,370,0.09756,0.540069404,0.052689171
NS-IBTS,1988,1,1,127140,Microstomus kitt,380,0.02439,0.581382386,0.014179916
NS-IBTS,1988,1,1,127140,Microstomus kitt,390,0.065048,0.624658397,0.040632779
NS-IBTS,1988,1,1,127140,Microstomus kitt,400,0.065048,0.669936785,0.043578048
NS-IBTS,1988,1,1,127140,Microstomus kitt,410,0.146341,0.717256659,0.104964057
NS-IBTS,1988,1,1,127140,Microstomus kitt,440,0.016268,0.87185288,0.014183303
NS-IBTS,1988,1,1,127140,Microstomus kitt,470,0.016268,1.046209087,0.017019729
NS-IBTS,1988,1,6,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,6,127140,Microstomus kitt,200,0.075757,0.098624977,0.007471532
NS-IBTS,1988,1,6,127140,Microstomus kitt,220,0.181818,0.128350126,0.023336363
NS-IBTS,1988,1,6,127140,Microstomus kitt,230,0.196969,0.145129516,0.028586016
NS-IBTS,1988,1,6,127140,Microstomus kitt,240,0.151515,0.163246501,0.024734294
NS-IBTS,1988,1,6,127140,Microstomus kitt,250,0.439393,0.18274529,0.080297001
NS-IBTS,1988,1,6,127140,Microstomus kitt,260,0.060606,0.203669662,0.012343604
NS-IBTS,1988,1,6,127140,Microstomus kitt,270,0.363636,0.226062982,0.082204639
NS-IBTS,1988,1,6,127140,Microstomus kitt,280,0.30303,0.249968226,0.075747871
NS-IBTS,1988,1,6,127140,Microstomus kitt,290,0.136363,0.275427991,0.037558187
NS-IBTS,1988,1,6,127140,Microstomus kitt,300,0.060606,0.302484522,0.018332377
NS-IBTS,1988,1,6,127140,Microstomus kitt,310,0.121212,0.331179717,0.040142956
NS-IBTS,1988,1,6,127140,Microstomus kitt,320,0.060606,0.361555147,0.021912411
NS-IBTS,1988,1,6,127140,Microstomus kitt,330,0.015151,0.393652069,0.005964222
NS-IBTS,1988,1,6,127140,Microstomus kitt,340,0.075757,0.427511435,0.032386984
NS-IBTS,1988,1,6,127140,Microstomus kitt,350,0.015151,0.463173905,0.007017548
NS-IBTS,1988,1,6,127140,Microstomus kitt,360,0.060606,0.500679858,0.030344204
NS-IBTS,1988,1,6,127140,Microstomus kitt,370,0.121212,0.540069404,0.065462893
NS-IBTS,1988,1,6,127140,Microstomus kitt,390,0.060606,0.624658397,0.037858047
NS-IBTS,1988,1,6,127140,Microstomus kitt,450,0.060606,0.927725292,0.056225719
NS-IBTS,1988,1,8,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,8,127140,Microstomus kitt,200,0.083375,0.098624977,0.008222857
NS-IBTS,1988,1,8,127140,Microstomus kitt,210,0.177124,0.112863663,0.019990863
NS-IBTS,1988,1,8,127140,Microstomus kitt,220,0.25,0.128350126,0.032087531
NS-IBTS,1988,1,8,127140,Microstomus kitt,230,0.16675,0.145129516,0.024200347
NS-IBTS,1988,1,8,127140,Microstomus kitt,240,0.239625,0.163246501,0.039117943
NS-IBTS,1988,1,8,127140,Microstomus kitt,250,0.229249,0.18274529,0.041894175
NS-IBTS,1988,1,3,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,3,127140,Microstomus kitt,140,0.052631,0.036799159,0.001936777
NS-IBTS,1988,1,3,127140,Microstomus kitt,150,0.131578,0.044530364,0.005859216
NS-IBTS,1988,1,3,127140,Microstomus kitt,160,0.289473,0.053226467,0.015407625
NS-IBTS,1988,1,3,127140,Microstomus kitt,170,0.868421,0.062936245,0.054655157
NS-IBTS,1988,1,3,127140,Microstomus kitt,180,3.473684,0.07370776,0.256037466
NS-IBTS,1988,1,3,127140,Microstomus kitt,190,3.508789,0.085588411,0.300311674
NS-IBTS,1988,1,3,127140,Microstomus kitt,200,3.728052,0.098624977,0.367679044
NS-IBTS,1988,1,3,127140,Microstomus kitt,210,3.607894,0.112863663,0.407200131
NS-IBTS,1988,1,3,127140,Microstomus kitt,220,2.66142,0.128350126,0.341593592
NS-IBTS,1988,1,3,127140,Microstomus kitt,230,2.614052,0.145129516,0.379376102
NS-IBTS,1988,1,3,127140,Microstomus kitt,240,1.401789,0.163246501,0.228837149
NS-IBTS,1988,1,3,127140,Microstomus kitt,250,1.138578,0.18274529,0.208069767
NS-IBTS,1988,1,3,127140,Microstomus kitt,260,1.16142,0.203669662,0.236546019
NS-IBTS,1988,1,3,127140,Microstomus kitt,270,1.298262,0.226062982,0.29348898
NS-IBTS,1988,1,3,127140,Microstomus kitt,280,0.782421,0.249968226,0.195580389
NS-IBTS,1988,1,3,127140,Microstomus kitt,290,0.657894,0.275427991,0.181202423
NS-IBTS,1988,1,3,127140,Microstomus kitt,300,0.542105,0.302484522,0.163978372
NS-IBTS,1988,1,3,127140,Microstomus kitt,310,0.459631,0.331179717,0.152220464
NS-IBTS,1988,1,3,127140,Microstomus kitt,320,0.499999,0.361555147,0.180777212
NS-IBTS,1988,1,3,127140,Microstomus kitt,330,0.301736,0.393652069,0.118779001
NS-IBTS,1988,1,3,127140,Microstomus kitt,340,0.157894,0.427511435,0.06750149
NS-IBTS,1988,1,3,127140,Microstomus kitt,350,0.414052,0.463173905,0.191778082
NS-IBTS,1988,1,3,127140,Microstomus kitt,360,0.27021,0.500679858,0.135288705
NS-IBTS,1988,1,3,127140,Microstomus kitt,370,0.175421,0.540069404,0.094739515
NS-IBTS,1988,1,3,127140,Microstomus kitt,380,0.052631,0.581382386,0.030598736
NS-IBTS,1988,1,3,127140,Microstomus kitt,390,0.017526,0.624658397,0.010947763
NS-IBTS,1988,1,3,127140,Microstomus kitt,400,0.026315,0.669936785,0.017629386
NS-IBTS,1988,1,8,127140,Microstomus kitt,260,0.395875,0.203669662,0.080627727
NS-IBTS,1988,1,8,127140,Microstomus kitt,270,0.635375,0.226062982,0.143634767
NS-IBTS,1988,1,8,127140,Microstomus kitt,280,0.500124,0.249968226,0.125015109
NS-IBTS,1988,1,8,127140,Microstomus kitt,290,0.375,0.275427991,0.103285497
NS-IBTS,1988,1,8,127140,Microstomus kitt,300,0.29175,0.302484522,0.088249859
NS-IBTS,1988,1,8,127140,Microstomus kitt,310,0.177125,0.331179717,0.058660207
NS-IBTS,1988,1,8,127140,Microstomus kitt,320,0.25,0.361555147,0.090388787
NS-IBTS,1988,1,8,127140,Microstomus kitt,330,0.45825,0.393652069,0.180391061
NS-IBTS,1988,1,8,127140,Microstomus kitt,340,0.166625,0.427511435,0.071234093
NS-IBTS,1988,1,8,127140,Microstomus kitt,350,0.083375,0.463173905,0.038617124
NS-IBTS,1988,1,8,127140,Microstomus kitt,370,0.0625,0.540069404,0.033754338
NS-IBTS,1988,1,8,127140,Microstomus kitt,390,0.145875,0.624658397,0.091122044
NS-IBTS,1988,1,4,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,4,127140,Microstomus kitt,200,0.090909,0.098624977,0.008965898
NS-IBTS,1988,1,4,127140,Microstomus kitt,210,0.181818,0.112863663,0.020520645
NS-IBTS,1988,1,4,127140,Microstomus kitt,220,0.21209,0.128350126,0.027221778
NS-IBTS,1988,1,4,127140,Microstomus kitt,230,0.060636,0.145129516,0.008800073
NS-IBTS,1988,1,4,127140,Microstomus kitt,240,0.575818,0.163246501,0.094000274
NS-IBTS,1988,1,4,127140,Microstomus kitt,250,0.242454,0.18274529,0.044307327
NS-IBTS,1988,1,4,127140,Microstomus kitt,260,0.484909,0.203669662,0.098761252
NS-IBTS,1988,1,4,127140,Microstomus kitt,270,0.787999,0.226062982,0.178137404
NS-IBTS,1988,1,4,127140,Microstomus kitt,280,0.636454,0.249968226,0.159093277
NS-IBTS,1988,1,4,127140,Microstomus kitt,290,1.181909,0.275427991,0.325530822
NS-IBTS,1988,1,4,127140,Microstomus kitt,300,1.545363,0.302484522,0.467448388
NS-IBTS,1988,1,4,127140,Microstomus kitt,310,0.90909,0.331179717,0.301072169
NS-IBTS,1988,1,4,127140,Microstomus kitt,320,1.060636,0.361555147,0.383478405
NS-IBTS,1988,1,4,127140,Microstomus kitt,330,0.848454,0.393652069,0.333995673
NS-IBTS,1988,1,4,127140,Microstomus kitt,340,0.515181,0.427511435,0.220245768
NS-IBTS,1988,1,4,127140,Microstomus kitt,350,0.363636,0.463173905,0.168426706
NS-IBTS,1988,1,4,127140,Microstomus kitt,360,0.060636,0.500679858,0.030359224
NS-IBTS,1988,1,4,127140,Microstomus kitt,370,0.212181,0.540069404,0.114592466
NS-IBTS,1988,1,4,127140,Microstomus kitt,380,0.242454,0.581382386,0.140958485
NS-IBTS,1988,1,4,127140,Microstomus kitt,390,0.151545,0.624658397,0.094663857
NS-IBTS,1988,1,4,127140,Microstomus kitt,400,0.181818,0.669936785,0.121806566
NS-IBTS,1988,1,4,127140,Microstomus kitt,410,0.090909,0.717256659,0.065205086
NS-IBTS,1988,1,4,127140,Microstomus kitt,420,0.090909,0.766656898,0.069696012
NS-IBTS,1988,1,4,127140,Microstomus kitt,450,0.090909,0.927725292,0.084338579
NS-IBTS,1988,1,9,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,9,127140,Microstomus kitt,230,0.083333,0.145129516,0.012094078
NS-IBTS,1988,1,9,127140,Microstomus kitt,240,0.166666,0.163246501,0.027207641
NS-IBTS,1988,1,9,127140,Microstomus kitt,250,0.083333,0.18274529,0.015228713
NS-IBTS,1988,1,9,127140,Microstomus kitt,260,0.375,0.203669662,0.076376123
NS-IBTS,1988,1,9,127140,Microstomus kitt,270,0.25,0.226062982,0.056515746
NS-IBTS,1988,1,9,127140,Microstomus kitt,290,0.5,0.275427991,0.137713996
NS-IBTS,1988,1,9,127140,Microstomus kitt,300,0.333333,0.302484522,0.100828073
NS-IBTS,1988,1,9,127140,Microstomus kitt,320,0.083333,0.361555147,0.030129475
NS-IBTS,1988,1,5,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,5,127140,Microstomus kitt,150,0.2,0.044530364,0.008906073
NS-IBTS,1988,1,5,127140,Microstomus kitt,190,0.1,0.085588411,0.008558841
NS-IBTS,1988,1,5,127140,Microstomus kitt,220,0.1,0.128350126,0.012835013
NS-IBTS,1988,1,5,127140,Microstomus kitt,240,0.1,0.163246501,0.01632465
NS-IBTS,1988,1,5,127140,Microstomus kitt,250,0.1,0.18274529,0.018274529
NS-IBTS,1988,1,5,127140,Microstomus kitt,260,0.1,0.203669662,0.020366966
NS-IBTS,1988,1,5,127140,Microstomus kitt,300,0.249999,0.302484522,0.075620828
NS-IBTS,1988,1,5,127140,Microstomus kitt,370,0.1,0.540069404,0.05400694
NS-IBTS,1988,1,2,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,2,127140,Microstomus kitt,160,0.02,0.053226467,0.001064529
NS-IBTS,1988,1,2,127140,Microstomus kitt,180,0.03332,0.07370776,0.002455943
NS-IBTS,1988,1,2,127140,Microstomus kitt,200,0.079999,0.098624977,0.0078899
NS-IBTS,1988,1,2,127140,Microstomus kitt,210,0.086679,0.112863663,0.009782909
NS-IBTS,1988,1,2,127140,Microstomus kitt,220,0.04,0.128350126,0.005134005
NS-IBTS,1988,1,2,127140,Microstomus kitt,230,0.04668,0.145129516,0.006774646
NS-IBTS,1988,1,2,127140,Microstomus kitt,240,0.06332,0.163246501,0.010336768
NS-IBTS,1988,1,2,127140,Microstomus kitt,250,0.06332,0.18274529,0.011571432
NS-IBTS,1988,1,2,127140,Microstomus kitt,260,0.18,0.203669662,0.036660539
NS-IBTS,1988,1,2,127140,Microstomus kitt,270,0.19,0.226062982,0.042951967
NS-IBTS,1988,1,2,127140,Microstomus kitt,280,0.13268,0.249968226,0.033165784
NS-IBTS,1988,1,2,127140,Microstomus kitt,290,0.296679,0.275427991,0.081713701
NS-IBTS,1988,1,2,127140,Microstomus kitt,300,0.252679,0.302484522,0.076431487
NS-IBTS,1988,1,2,127140,Microstomus kitt,310,0.145999,0.331179717,0.048351907
NS-IBTS,1988,1,2,127140,Microstomus kitt,320,0.323319,0.361555147,0.116897649
NS-IBTS,1988,1,2,127140,Microstomus kitt,330,0.55668,0.393652069,0.219138234
NS-IBTS,1988,1,2,127140,Microstomus kitt,340,0.56868,0.427511435,0.243117203
NS-IBTS,1988,1,2,127140,Microstomus kitt,350,0.26,0.463173905,0.120425215
NS-IBTS,1988,1,2,127140,Microstomus kitt,360,0.25332,0.500679858,0.126832222
NS-IBTS,1988,1,2,127140,Microstomus kitt,370,0.17,0.540069404,0.091811799
NS-IBTS,1988,1,2,127140,Microstomus kitt,380,0.09332,0.581382386,0.054254604
NS-IBTS,1988,1,2,127140,Microstomus kitt,390,0.04668,0.624658397,0.029159054
NS-IBTS,1988,1,2,127140,Microstomus kitt,400,0.12,0.669936785,0.080392414
NS-IBTS,1988,1,2,127140,Microstomus kitt,410,0.074679,0.717256659,0.05356401
NS-IBTS,1988,1,2,127140,Microstomus kitt,420,0.22,0.766656898,0.168664517
NS-IBTS,1988,1,2,127140,Microstomus kitt,440,0.02668,0.87185288,0.023261035
NS-IBTS,1988,1,2,127140,Microstomus kitt,460,0.06,0.985831419,0.059149885
NS-IBTS,1988,1,7,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1988,1,7,127140,Microstomus kitt,140,0.038461,0.036799159,0.001415332
NS-IBTS,1988,1,7,127140,Microstomus kitt,180,0.038461,0.07370776,0.002834874
NS-IBTS,1988,1,7,127140,Microstomus kitt,200,0.038461,0.098624977,0.003793215
NS-IBTS,1988,1,7,127140,Microstomus kitt,210,0.038461,0.112863663,0.004340849
NS-IBTS,1988,1,7,127140,Microstomus kitt,220,0.192307,0.128350126,0.024682628
NS-IBTS,1988,1,7,127140,Microstomus kitt,230,0.153846,0.145129516,0.022327596
NS-IBTS,1988,1,7,127140,Microstomus kitt,240,0.115384,0.163246501,0.018836034
NS-IBTS,1988,1,7,127140,Microstomus kitt,250,0.115384,0.18274529,0.021085883
NS-IBTS,1988,1,7,127140,Microstomus kitt,260,0.256384,0.203669662,0.052217643
NS-IBTS,1988,1,7,127140,Microstomus kitt,270,0.153846,0.226062982,0.034778886
NS-IBTS,1988,1,7,127140,Microstomus kitt,280,0.12823,0.249968226,0.032053426
NS-IBTS,1988,1,7,127140,Microstomus kitt,290,0.346153,0.275427991,0.095340225
NS-IBTS,1988,1,7,127140,Microstomus kitt,300,0.359,0.302484522,0.108591943
NS-IBTS,1988,1,7,127140,Microstomus kitt,310,0.217923,0.331179717,0.072171677
NS-IBTS,1988,1,7,127140,Microstomus kitt,320,0.115384,0.361555147,0.041717679
NS-IBTS,1988,1,7,127140,Microstomus kitt,330,0.282076,0.393652069,0.111039801
NS-IBTS,1988,1,7,127140,Microstomus kitt,340,0.179461,0.427511435,0.07672163
NS-IBTS,1988,1,7,127140,Microstomus kitt,350,0.294846,0.463173905,0.136564973
NS-IBTS,1988,1,7,127140,Microstomus kitt,360,0.076923,0.500679858,0.038513797
NS-IBTS,1988,1,7,127140,Microstomus kitt,400,0.038461,0.669936785,0.025766439
NS-IBTS,1988,1,7,127140,Microstomus kitt,410,0.038461,0.717256659,0.027586408
NS-IBTS,1988,1,7,127140,Microstomus kitt,440,0.025615,0.87185288,0.022332512
NS-IBTS,1989,1,7,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1989,1,7,127140,Microstomus kitt,140,0.06923,0.036799159,0.002547606
NS-IBTS,1989,1,7,127140,Microstomus kitt,150,0.038461,0.044530364,0.001712682
NS-IBTS,1989,1,7,127140,Microstomus kitt,160,0.076923,0.053226467,0.00409434
NS-IBTS,1989,1,7,127140,Microstomus kitt,190,0.038461,0.085588411,0.003291816
NS-IBTS,1989,1,7,127140,Microstomus kitt,200,0.115384,0.098624977,0.011379744
NS-IBTS,1989,1,7,127140,Microstomus kitt,210,0.107692,0.112863663,0.012154514
NS-IBTS,1989,1,7,127140,Microstomus kitt,220,0.107692,0.128350126,0.013822282
NS-IBTS,1989,1,7,127140,Microstomus kitt,230,0.184615,0.145129516,0.026793086
NS-IBTS,1989,1,7,127140,Microstomus kitt,250,0.092307,0.18274529,0.016868669
NS-IBTS,1989,1,7,127140,Microstomus kitt,260,0.338461,0.203669662,0.068934237
NS-IBTS,1989,1,7,127140,Microstomus kitt,270,0.192307,0.226062982,0.043473494
NS-IBTS,1989,1,7,127140,Microstomus kitt,280,0.146153,0.249968226,0.036533606
NS-IBTS,1989,1,7,127140,Microstomus kitt,290,0.238461,0.275427991,0.065678834
NS-IBTS,1989,1,7,127140,Microstomus kitt,300,0.138461,0.302484522,0.041882309
NS-IBTS,1989,1,7,127140,Microstomus kitt,310,0.246153,0.331179717,0.081520881
NS-IBTS,1989,1,7,127140,Microstomus kitt,320,0.153846,0.361555147,0.055623813
NS-IBTS,1989,1,7,127140,Microstomus kitt,330,0.292307,0.393652069,0.115067255
NS-IBTS,1989,1,7,127140,Microstomus kitt,340,0.146153,0.427511435,0.062482079
NS-IBTS,1989,1,7,127140,Microstomus kitt,350,0.030769,0.463173905,0.014251398
NS-IBTS,1989,1,7,127140,Microstomus kitt,360,0.115384,0.500679858,0.057770445
NS-IBTS,1989,1,7,127140,Microstomus kitt,370,0.06923,0.540069404,0.037389005
NS-IBTS,1989,1,7,127140,Microstomus kitt,390,0.038461,0.624658397,0.024024987
NS-IBTS,1989,1,2,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1989,1,2,127140,Microstomus kitt,150,0.06,0.044530364,0.002671822
NS-IBTS,1989,1,2,127140,Microstomus kitt,160,0.086,0.053226467,0.004577476
NS-IBTS,1989,1,2,127140,Microstomus kitt,170,0.038,0.062936245,0.002391577
NS-IBTS,1989,1,2,127140,Microstomus kitt,180,0.02,0.07370776,0.001474155
NS-IBTS,1989,1,2,127140,Microstomus kitt,190,0.03,0.085588411,0.002567652
NS-IBTS,1989,1,2,127140,Microstomus kitt,200,0.03,0.098624977,0.002958749
NS-IBTS,1989,1,2,127140,Microstomus kitt,210,0.21332,0.112863663,0.024076076
NS-IBTS,1989,1,2,127140,Microstomus kitt,220,0.04,0.128350126,0.005134005
NS-IBTS,1989,1,2,127140,Microstomus kitt,230,0.21,0.145129516,0.030477198
NS-IBTS,1989,1,2,127140,Microstomus kitt,240,0.26,0.163246501,0.04244409
NS-IBTS,1989,1,2,127140,Microstomus kitt,250,0.264,0.18274529,0.048244757
NS-IBTS,1989,1,2,127140,Microstomus kitt,260,0.64,0.203669662,0.130348584
NS-IBTS,1989,1,2,127140,Microstomus kitt,270,0.491999,0.226062982,0.111222761
NS-IBTS,1989,1,2,127140,Microstomus kitt,280,0.403999,0.249968226,0.100986913
NS-IBTS,1989,1,2,127140,Microstomus kitt,290,0.351999,0.275427991,0.096950378
NS-IBTS,1989,1,2,127140,Microstomus kitt,300,0.617999,0.302484522,0.186935132
NS-IBTS,1989,1,2,127140,Microstomus kitt,310,0.89732,0.331179717,0.297174183
NS-IBTS,1989,1,2,127140,Microstomus kitt,320,0.728,0.361555147,0.263212147
NS-IBTS,1989,1,2,127140,Microstomus kitt,330,0.63932,0.393652069,0.251669641
NS-IBTS,1989,1,2,127140,Microstomus kitt,340,0.60132,0.427511435,0.257071176
NS-IBTS,1989,1,2,127140,Microstomus kitt,350,0.51,0.463173905,0.236218691
NS-IBTS,1989,1,2,127140,Microstomus kitt,360,0.764679,0.500679858,0.382859373
NS-IBTS,1989,1,2,127140,Microstomus kitt,370,0.189319,0.540069404,0.102245399
NS-IBTS,1989,1,2,127140,Microstomus kitt,380,0.326679,0.581382386,0.189925416
NS-IBTS,1989,1,2,127140,Microstomus kitt,390,0.31,0.624658397,0.193644103
NS-IBTS,1989,1,2,127140,Microstomus kitt,400,0.13332,0.669936785,0.089315972
NS-IBTS,1989,1,2,127140,Microstomus kitt,420,0.08,0.766656898,0.061332552
NS-IBTS,1989,1,2,127140,Microstomus kitt,430,0.056679,0.818176158,0.046373406
NS-IBTS,1989,1,2,127140,Microstomus kitt,440,0.008,0.87185288,0.006974823
NS-IBTS,1989,1,8,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1989,1,8,127140,Microstomus kitt,110,0.055555,0.018895109,0.001049718
NS-IBTS,1989,1,8,127140,Microstomus kitt,130,0.055555,0.0299833,0.001665722
NS-IBTS,1989,1,8,127140,Microstomus kitt,140,0.240777,0.036799159,0.008860391
NS-IBTS,1989,1,8,127140,Microstomus kitt,150,0.129666,0.044530364,0.005774074
NS-IBTS,1989,1,8,127140,Microstomus kitt,160,0.129666,0.053226467,0.006901663
NS-IBTS,1989,1,8,127140,Microstomus kitt,170,0.314888,0.062936245,0.019817868
NS-IBTS,1989,1,8,127140,Microstomus kitt,180,0.277777,0.07370776,0.02047432
NS-IBTS,1989,1,8,127140,Microstomus kitt,200,0.240777,0.098624977,0.023746626
NS-IBTS,1989,1,8,127140,Microstomus kitt,210,0.185222,0.112863663,0.020904833
NS-IBTS,1989,1,8,127140,Microstomus kitt,220,0.240777,0.128350126,0.030903758
NS-IBTS,1989,1,8,127140,Microstomus kitt,230,0.685222,0.145129516,0.099445937
NS-IBTS,1989,1,8,127140,Microstomus kitt,240,0.203777,0.163246501,0.033265882
NS-IBTS,1989,1,8,127140,Microstomus kitt,250,0.444444,0.18274529,0.081220048
NS-IBTS,1989,1,8,127140,Microstomus kitt,260,0.407555,0.203669662,0.083006589
NS-IBTS,1989,1,8,127140,Microstomus kitt,270,0.259333,0.226062982,0.058625591
NS-IBTS,1989,1,8,127140,Microstomus kitt,280,0.259333,0.249968226,0.06482501
NS-IBTS,1989,1,8,127140,Microstomus kitt,290,0.185222,0.275427991,0.051015323
NS-IBTS,1989,1,8,127140,Microstomus kitt,300,0.111111,0.302484522,0.033609358
NS-IBTS,1989,1,8,127140,Microstomus kitt,310,0.555555,0.331179717,0.183988548
NS-IBTS,1989,1,8,127140,Microstomus kitt,320,0.203777,0.361555147,0.073676623
NS-IBTS,1989,1,8,127140,Microstomus kitt,330,0.333333,0.393652069,0.131217225
NS-IBTS,1989,1,8,127140,Microstomus kitt,350,0.222333,0.463173905,0.102978844
NS-IBTS,1989,1,8,127140,Microstomus kitt,360,0.148111,0.500679858,0.074156195
NS-IBTS,1989,1,8,127140,Microstomus kitt,370,0.074111,0.540069404,0.040025084
NS-IBTS,1989,1,9,127140,Microstomus kitt,0,0,0,0
NS-IBTS,1989,1,9,127140,Microstomus kitt,170,0.095285,0.062936245,0.00599688
NS-IBTS,1989,1,9,127140,Microstomus kitt,190,0.071428,0.085588411,0.006113409
NS-IBTS,1989,1,9,127140,Microstomus kitt,260,0.357142,0.203669662,0.07273899
NS-IBTS,1989,1,9,127140,Microstomus kitt,280,0.142857,0.249968226,0.035709711
NS-IBTS,1989,1,9,127140,Microstomus kitt,300,0.071428,0.302484522,0.021605864
NS-IBTS,1989,1,4,127140,Microstomus kitt,180,0.181818,0.07370776,0.013401397
NS-IBTS,1989,1,4,127140,Microstomus kitt,200,0.181818,0.098624977,0.017931796
NS-IBTS,1989,1,4,127140,Microstomus kitt,210,0.181818,0.112863663,0.020520645
NS-IBTS,1989,1,4,127140,Microstomus kitt,220,0.272727,0.128350126,0.035004545
